Customer Id,Age,Age_label,Edu,Years Employed,Years Employed_label,Income,Income_label,Address,Card Debt,Other Debt,Total Debt,Defaulted,DebtRatio,DebtIncomeRatio (%),Score Age,Score Income,Score DebtRatio,Score Years Employed,risk_score,risk_class
231,39,35-45,1,9,5–9,35,Mass,NBA006,0.233,1.517,1.75,0.0,0.05,5.0,2,1,2,3,0.05971137544894564,Very low
232,34,25-35,1,14,10–19,28,Mass,NBA008,1.138,3.622,4.76,0.0,0.17,17.0,3,1,4,2,0.05579076677794634,Very low
233,27,25-35,1,11,10–19,56,Lower Affluent,NBA008,4.637,4.827,9.463999999999999,0.0,0.16899999999999998,16.9,3,2,4,2,0.3130976595356532,Low
235,41,35-45,1,24,20+,83,Lower Affluent,NBA012,6.589,5.031,11.620000000000001,0.0,0.14,14.0,2,2,3,1,0.020872411754048834,Very low
236,29,25-35,1,1,<2,18,Mass,NBA001,0.03,0.168,0.198,0.0,0.011000000000000001,1.1,3,1,1,5,0.27164483979367476,Low
238,24,18-25,2,0,<2,15,Mass,NBA002,0.321,2.094,2.415,1.0,0.161,16.1,4,1,4,5,0.5505877411425502,Medium
239,32,25-35,3,9,5–9,51,Lower Affluent,NBA010,2.686,9.044,11.73,0.0,0.23,23.0,3,2,5,3,0.6697716349724498,High
240,23,18-25,2,3,2–4,34,Mass,NBA004,0.262,1.234,1.496,0.0,0.044000000000000004,4.4,4,1,1,4,0.21368730288583393,Low
241,31,25-35,1,4,2–4,28,Mass,NBA010,0.291,2.873,3.164,0.0,0.113,11.3,3,1,3,4,0.31123631258489887,Low
242,36,35-45,1,15,10–19,39,Mass,NBA010,0.686,0.562,1.2480000000000002,0.0,0.032,3.2,2,1,1,2,0.00973728449603567,Very low
244,26,25-35,1,10,10–19,32,Mass,NBA002,0.126,1.378,1.504,0.0,0.047,4.7,3,1,1,2,0.04238516102843565,Very low
247,43,35-45,1,10,10–19,69,Lower Affluent,NBA009,0.411,4.005,4.4159999999999995,0.0,0.064,6.4,2,2,2,2,0.07143360279656603,Very low
248,37,35-45,1,18,10–19,54,Lower Affluent,NBA008,4.593,1.941,6.534,0.0,0.121,12.1,2,2,3,2,0.02473969169485576,Very low
250,28,25-35,4,1,<2,26,Mass,NBA003,0.377,2.847,3.224,0.0,0.124,12.4,3,1,3,5,0.5130433091797321,Medium
251,28,25-35,1,8,5–9,30,Mass,NBA006,0.613,1.547,2.16,0.0,0.07200000000000001,7.2,3,1,2,3,0.09177366856853121,Very low
252,26,25-35,3,2,2–4,37,Mass,NBA001,0.205,5.049,5.2540000000000004,0.0,0.142,14.2,3,1,3,4,0.587825744822281,Medium
253,39,35-45,1,10,10–19,31,Mass,NBA004,0.185,1.303,1.488,0.0,0.048,4.8,2,1,1,2,0.04495137068368502,Very low
254,34,25-35,2,3,2–4,21,Mass,NBA008,1.402,3.449,4.851,0.0,0.231,23.1,3,1,5,4,0.5690188242153461,Medium
255,51,45-55,3,16,10–19,82,Lower Affluent,NBA025,2.605,1.003,3.6079999999999997,0.0,0.044000000000000004,4.4,1,2,1,2,0.009542084298008194,Very low
256,28,25-35,2,3,2–4,41,Mass,NBA004,5.897,4.394,10.291,1.0,0.251,25.1,3,1,5,4,0.8736631584488338,Very high
257,39,35-45,1,20,20+,39,Mass,NBA012,0.774,2.424,3.198,0.0,0.08199999999999999,8.2,2,1,2,1,0.005482612617593303,Very low
258,23,18-25,1,3,2–4,19,Mass,NBA000,0.279,1.317,1.596,1.0,0.084,8.4,4,1,2,4,0.26780938791973324,Low
260,21,18-25,1,4,2–4,26,Mass,NBA000,1.421,0.893,2.314,0.0,0.08900000000000001,8.9,4,1,2,4,0.24494632232017333,Low
261,40,35-45,1,3,2–4,23,Mass,NBA013,0.409,1.178,1.587,0.0,0.069,6.9,2,1,2,4,0.2661022057166376,Low
263,32,25-35,2,12,10–19,54,Lower Affluent,NBA001,3.196,4.58,7.776,0.0,0.14400000000000002,14.4,3,2,3,2,0.16372500235687074,Very low
264,29,25-35,3,3,2–4,50,Lower Affluent,NBA003,0.259,0.941,1.2,1.0,0.024,2.4,3,2,1,4,0.1608076493339636,Very low
265,43,35-45,1,25,20+,64,Lower Affluent,NBA021,0.951,9.737,10.688,0.0,0.16699999999999998,16.7,2,2,4,1,0.01582690135028552,Very low
266,55,55-65,1,3,2–4,40,Mass,NBA011,0.563,2.637,3.2,1.0,0.08,8.0,2,1,2,4,0.34746800916108783,Low
268,38,35-45,3,15,10–19,63,Lower Affluent,NBA018,5.091,3.351,8.442,0.0,0.134,13.4,2,2,3,2,0.09021808369574766,Very low
269,40,35-45,1,2,2–4,28,Mass,NBA003,0.185,1.803,1.988,0.0,0.071,7.1,2,1,2,4,0.33623908443014255,Low
270,43,35-45,1,12,10–19,38,Mass,NBA011,0.129,1.239,1.368,0.0,0.036000000000000004,3.6,2,1,1,2,0.023332169645383,Very low
271,35,35-45,2,1,<2,24,Mass,NBA008,0.591,2.409,3.0,1.0,0.125,12.5,2,1,3,5,0.5075290002338824,Medium
272,24,18-25,1,8,5–9,24,Mass,NBA004,0.382,0.818,1.2,0.0,0.05,5.0,4,1,2,3,0.07071756036981891,Very low
275,41,35-45,2,5,5–9,25,Mass,NBA005,0.393,2.157,2.55,0.0,0.102,10.2,2,1,3,3,0.23073729532834514,Low
276,28,25-35,1,2,2–4,17,Mass,NBA002,0.199,0.226,0.42500000000000004,1.0,0.025,2.5,3,1,1,4,0.24055994835149364,Low
277,24,18-25,2,2,2–4,28,Mass,NBA000,1.787,3.057,4.843999999999999,1.0,0.17300000000000001,17.3,4,1,4,4,0.588550822023764,Medium
278,40,35-45,3,3,2–4,55,Lower Affluent,NBA015,1.751,7.324,9.075,1.0,0.165,16.5,2,2,4,4,0.7800274706311158,High
279,29,25-35,1,8,5–9,27,Mass,NBA006,0.402,2.244,2.6460000000000004,0.0,0.098,9.8,3,1,2,3,0.11420832584496873,Very low
280,26,25-35,2,4,2–4,28,Mass,NBA003,0.226,2.434,2.66,0.0,0.095,9.5,3,1,2,4,0.26733953868317006,Low
283,41,35-45,1,15,10–19,120,Affluent,NBA014,2.659,0.821,3.4799999999999995,0.0,0.028999999999999998,2.9,2,3,1,2,0.0062273469188738355,Very low
284,26,25-35,1,0,<2,14,Mass,NBA000,0.256,1.214,1.47,0.0,0.105,10.5,3,1,3,5,0.46248862600595797,Medium
285,48,45-55,1,22,20+,100,Affluent,NBA015,3.704,5.396,9.1,0.0,0.091,9.1,1,3,2,1,0.010928947360630718,Very low
287,35,35-45,1,15,10–19,77,Lower Affluent,NBA001,5.501,2.661,8.162,0.0,0.106,10.6,2,2,3,2,0.06521029041052151,Very low
288,23,18-25,1,7,5–9,31,Mass,NBA002,0.338,1.708,2.046,0.0,0.066,6.6,4,1,2,3,0.10846656785154422,Very low
289,39,35-45,2,20,20+,101,Affluent,NBA017,0.341,1.073,1.414,0.0,0.013999999999999999,1.4,2,3,1,1,0.0010348290651190336,Very low
290,38,35-45,1,21,20+,58,Lower Affluent,NBA016,4.584,4.986,9.57,0.0,0.165,16.5,2,2,4,1,0.03232158418607283,Very low
291,30,25-35,1,4,2–4,33,Mass,NBA000,0.5,0.886,1.3860000000000001,0.0,0.042,4.2,3,1,1,4,0.17264319712369525,Very low
293,33,25-35,1,0,<2,23,Mass,NBA012,0.077,0.13,0.20700000000000002,0.0,0.009000000000000001,0.9,3,1,1,5,0.3139846648627304,Low
294,34,25-35,1,15,10–19,39,Mass,NBA002,4.373,5.26,9.633,1.0,0.247,24.7,3,1,5,2,0.1904731636233284,Very low
295,27,25-35,2,6,5–9,34,Mass,NBA001,0.238,1.258,1.496,0.0,0.044000000000000004,4.4,3,1,1,3,0.11050879290621254,Very low
296,30,25-35,1,1,<2,22,Mass,NBA010,1.139,1.171,2.31,0.0,0.105,10.5,3,1,3,5,0.4449648554183317,Medium
297,27,25-35,2,1,<2,20,Mass,NBA000,0.377,1.683,2.06,1.0,0.10300000000000001,10.3,3,1,3,5,0.42715572026692,Medium
298,29,25-35,1,9,5–9,30,Mass,NBA008,0.155,2.305,2.46,0.0,0.08199999999999999,8.2,3,1,2,3,0.08023425263892055,Very low
299,25,25-35,4,1,<2,34,Mass,NBA001,0.133,2.757,2.89,1.0,0.085,8.5,3,1,2,5,0.44260979877097995,Medium
300,41,35-45,1,23,20+,91,Lower Affluent,NBA002,0.573,11.894,12.467,0.0,0.13699999999999998,13.7,2,2,3,1,0.032247719737472626,Very low
301,42,35-45,2,11,10–19,73,Lower Affluent,NBA005,2.869,2.095,4.964,0.0,0.068,6.8,2,2,2,2,0.06320792014684262,Very low
302,38,35-45,3,12,10–19,64,Lower Affluent,NBA018,0.895,2.817,3.712,0.0,0.057999999999999996,5.8,2,2,2,2,0.03564658631152575,Very low
303,23,18-25,1,5,5–9,17,Mass,NBA002,0.302,1.041,1.343,0.0,0.079,7.9,4,1,2,3,0.16776881662039825,Very low
304,33,25-35,1,2,2–4,24,Mass,NBA010,1.041,1.263,2.304,0.0,0.096,9.6,3,1,2,4,0.3741472790333205,Low
305,31,25-35,1,2,2–4,22,Mass,NBA002,1.739,1.869,3.608,1.0,0.16399999999999998,16.4,3,1,4,4,0.5060745961424639,Medium
306,37,35-45,2,6,5–9,62,Lower Affluent,NBA013,1.186,4.084,5.27,0.0,0.085,8.5,2,2,2,3,0.2517381934511912,Low
307,40,35-45,1,10,10–19,45,Mass,NBA015,2.013,6.447,8.46,0.0,0.188,18.8,2,1,4,2,0.34303818806152314,Low
309,35,35-45,2,3,2–4,40,Mass,NBA011,1.803,5.077,6.88,1.0,0.172,17.2,2,1,4,4,0.6653136581079906,High
310,38,35-45,1,6,5–9,41,Mass,NBA000,0.266,3.383,3.649,0.0,0.08900000000000001,8.9,2,1,2,3,0.20718843035900777,Low
311,30,25-35,2,8,5–9,56,Lower Affluent,NBA004,0.333,3.251,3.584,0.0,0.064,6.4,3,2,2,3,0.10145333524935472,Very low
312,30,25-35,1,1,<2,17,Mass,NBA008,0.746,1.124,1.87,0.0,0.11,11.0,3,1,3,5,0.4256816209416529,Medium
314,29,25-35,2,3,2–4,15,Mass,NBA008,0.147,0.243,0.39,0.0,0.026000000000000002,2.6,3,1,1,4,0.1990339906582804,Very low
315,39,35-45,1,19,10–19,45,Mass,NBA016,0.916,0.749,1.665,0.0,0.037000000000000005,3.7,2,1,1,2,0.003630444340155185,Very low
318,31,25-35,2,0,<2,27,Mass,NBA004,1.089,2.367,3.456,1.0,0.128,12.8,3,1,3,5,0.5989664319605927,Medium
320,38,35-45,1,0,<2,23,Mass,NBA008,0.898,0.965,1.863,1.0,0.081,8.1,2,1,2,5,0.4709480321719313,Medium
321,41,35-45,3,13,10–19,91,Lower Affluent,NBA013,2.316,20.616,22.932,1.0,0.252,25.2,2,2,5,2,0.9586613564063222,Very high
322,41,35-45,2,2,2–4,30,Mass,NBA022,0.113,1.897,2.0100000000000002,0.0,0.067,6.7,2,1,2,4,0.33133879958207796,Low
323,45,45-55,3,5,5–9,94,Lower Affluent,NBA017,3.612,6.258,9.870000000000001,1.0,0.105,10.5,1,2,3,3,0.5965239108771613,Medium
325,22,18-25,1,4,2–4,16,Mass,NBA001,0.084,0.108,0.192,0.0,0.012,1.2,4,1,1,4,0.14405499925520335,Very low
326,34,25-35,1,13,10–19,56,Lower Affluent,NBA008,0.864,2.552,3.416,0.0,0.061,6.1,3,2,2,2,0.027675029162002714,Very low
327,25,25-35,1,0,<2,18,Mass,NBA002,0.514,2.888,3.402,1.0,0.18899999999999997,18.9,3,1,4,5,0.6308039799123033,High
328,29,25-35,2,6,5–9,18,Mass,NBA007,0.45,0.468,0.918,1.0,0.051,5.1,3,1,2,3,0.11596737714803111,Very low
329,35,35-45,2,13,10–19,105,Affluent,NBA003,1.418,0.577,1.9949999999999999,0.0,0.019,1.9,2,3,1,2,0.00758644312017208,Very low
330,39,35-45,1,19,10–19,48,Mass,NBA005,1.93,4.358,6.287999999999999,0.0,0.131,13.1,2,1,3,2,0.019425439629905065,Very low
331,34,25-35,1,17,10–19,59,Lower Affluent,NBA003,1.808,2.912,4.72,0.0,0.08,8.0,3,2,2,2,0.015001411886264476,Very low
332,44,35-45,2,21,20+,113,Affluent,NBA014,3.192,11.724,14.916,0.0,0.132,13.2,2,3,3,1,0.08985722560665516,Very low
333,23,18-25,2,0,<2,21,Mass,NBA002,0.776,1.618,2.394,1.0,0.114,11.4,4,1,3,5,0.5173316145038639,Medium
334,46,45-55,1,6,5–9,31,Mass,NBA019,1.986,1.796,3.782,0.0,0.122,12.2,1,1,3,3,0.25261053793414223,Low
335,41,35-45,4,9,5–9,47,Mass,NBA013,0.437,1.913,2.35,0.0,0.05,5.0,2,1,2,3,0.06180509992635369,Very low
336,52,45-55,1,9,5–9,24,Mass,NBA011,0.802,3.806,4.6080000000000005,1.0,0.192,19.2,1,1,4,3,0.19669565075023088,Very low
337,23,18-25,1,1,<2,17,Mass,NBA000,0.012,0.26,0.272,0.0,0.016,1.6,4,1,1,5,0.2760645907186561,Low
338,48,45-55,1,28,20+,70,Lower Affluent,NBA025,4.334,4.066,8.399999999999999,0.0,0.12,12.0,1,2,3,1,0.0028270683092389845,Very low
340,53,45-55,2,16,10–19,44,Mass,NBA031,1.333,1.131,2.464,0.0,0.055999999999999994,5.6,1,1,2,2,0.01162032649705184,Very low
341,39,35-45,3,11,10–19,39,Mass,NBA017,2.561,2.47,5.031000000000001,0.0,0.129,12.9,2,1,3,2,0.10815167277583063,Very low
342,37,35-45,1,20,20+,56,Lower Affluent,NBA002,0.543,0.521,1.064,0.0,0.019,1.9,2,2,1,1,0.001846651994839834,Very low
344,49,45-55,2,2,2–4,20,Mass,NBA013,0.379,3.001,3.38,1.0,0.16899999999999998,16.9,1,1,4,4,0.511533542494229,Medium
345,39,35-45,1,23,20+,75,Lower Affluent,NBA001,3.133,11.042,14.175,0.0,0.18899999999999997,18.9,2,2,4,1,0.07565390105311655,Very low
346,42,35-45,2,7,5–9,41,Mass,NBA023,0.941,0.945,1.886,0.0,0.046,4.6,2,1,1,3,0.09445825502986016,Very low
347,28,25-35,2,1,<2,16,Mass,NBA004,0.574,1.778,2.352,0.0,0.147,14.7,3,1,3,5,0.4764395995348634,Medium
348,27,25-35,3,5,5–9,75,Lower Affluent,NBA001,2.207,2.518,4.725,0.0,0.063,6.3,3,2,2,3,0.21759278666763324,Low
349,24,18-25,1,2,2–4,21,Mass,NBA001,0.025,0.101,0.126,0.0,0.006,0.6,4,1,1,4,0.2060918100615531,Low
350,34,25-35,1,5,5–9,33,Mass,NBA003,0.778,1.631,2.409,0.0,0.073,7.3,3,1,2,3,0.19366040647808444,Very low
351,47,45-55,1,31,20+,136,Affluent,NBA009,14.231,17.185,31.415999999999997,1.0,0.231,23.1,1,3,5,1,0.6785956430003119,High
352,26,25-35,4,1,<2,27,Mass,NBA007,0.312,0.471,0.7829999999999999,0.0,0.028999999999999998,2.9,3,1,1,5,0.2856184172425144,Low
353,35,35-45,1,17,10–19,42,Mass,NBA004,0.093,1.167,1.26,0.0,0.03,3.0,2,1,1,2,0.005472935623363466,Very low
354,31,25-35,1,6,5–9,33,Mass,NBA012,0.146,1.24,1.386,0.0,0.042,4.2,3,1,1,3,0.10955030908759711,Very low
355,29,25-35,1,13,10–19,27,Mass,NBA007,0.069,0.552,0.621,0.0,0.023,2.3,3,1,1,2,0.015351585893749168,Very low
356,44,35-45,1,9,5–9,33,Mass,NBA020,0.546,1.17,1.716,0.0,0.052000000000000005,5.2,2,1,2,3,0.06199680313904744,Very low
357,40,35-45,2,13,10–19,102,Affluent,NBA011,6.227,13.051,19.278,1.0,0.18899999999999997,18.9,2,3,4,2,0.8315008963570184,Very high
358,36,35-45,4,1,<2,30,Mass,NBA017,0.324,3.126,3.4499999999999997,0.0,0.115,11.5,2,1,3,5,0.5243353880106701,Medium
360,21,18-25,1,1,<2,18,Mass,NBA001,0.159,2.955,3.114,0.0,0.17300000000000001,17.3,4,1,4,5,0.5348415925998399,Medium
361,42,35-45,4,15,10–19,186,Affluent,NBA008,2.404,4.292,6.696,0.0,0.036000000000000004,3.6,2,3,1,2,0.00712847885240465,Very low
362,37,35-45,2,4,2–4,20,Mass,NBA011,0.174,4.166,4.340000000000001,1.0,0.217,21.7,2,1,5,4,0.4612811444805597,Medium
363,24,18-25,1,6,5–9,21,Mass,NBA002,0.108,0.984,1.092,0.0,0.052000000000000005,5.2,4,1,2,3,0.11565753685517788,Very low
364,24,18-25,4,0,<2,29,Mass,NBA003,0.59,1.324,1.9140000000000001,1.0,0.066,6.6,4,1,2,5,0.4362977943686777,Medium
365,46,45-55,3,4,2–4,73,Lower Affluent,NBA017,2.223,1.719,3.942,0.0,0.054000000000000006,5.4,1,2,2,4,0.23175817954528202,Low
366,28,25-35,1,2,2–4,16,Mass,NBA009,0.871,1.561,2.432,0.0,0.152,15.2,3,1,4,4,0.4186378735542984,Medium
367,41,35-45,1,16,10–19,68,Lower Affluent,NBA017,0.448,3.224,3.672,0.0,0.054000000000000006,5.4,2,2,2,2,0.011764940585157662,Very low
368,46,45-55,5,15,10–19,126,Affluent,NBA000,0.477,3.429,3.9059999999999997,0.0,0.031,3.1,1,3,1,2,0.006750040675014839,Very low
369,51,45-55,2,22,20+,120,Affluent,NBA023,4.14,4.98,9.120000000000001,0.0,0.076,7.6,1,3,2,1,0.008068684516350651,Very low
370,36,35-45,1,17,10–19,54,Lower Affluent,NBA006,0.727,1.649,2.376,0.0,0.044000000000000004,4.4,2,2,1,2,0.006872302393154197,Very low
371,25,25-35,1,1,<2,20,Mass,NBA000,0.472,0.868,1.3399999999999999,1.0,0.067,6.7,3,1,2,5,0.35784788425003705,Low
372,27,25-35,2,3,2–4,33,Mass,NBA005,1.633,2.723,4.356,0.0,0.132,13.2,3,1,3,4,0.4558035161476587,Medium
373,43,35-45,1,23,20+,72,Lower Affluent,NBA019,1.182,4.29,5.4719999999999995,0.0,0.076,7.6,2,2,2,1,0.00340249900339634,Very low
374,53,45-55,1,6,5–9,27,Mass,NBA007,0.594,1.134,1.7279999999999998,1.0,0.064,6.4,1,1,2,3,0.14470408597313453,Very low
375,32,25-35,1,4,2–4,16,Mass,NBA003,0.894,3.666,4.56,1.0,0.285,28.5,3,1,5,4,0.5020135424143547,Medium
376,36,35-45,1,0,<2,25,Mass,NBA013,2.778,2.147,4.925,0.0,0.19699999999999998,19.7,2,1,4,5,0.7365470853883014,High
378,35,35-45,1,18,10–19,42,Mass,NBA002,0.205,2.903,3.108,0.0,0.07400000000000001,7.4,2,1,2,2,0.008417094230261832,Very low
379,32,25-35,2,0,<2,18,Mass,NBA006,0.296,0.748,1.044,1.0,0.057999999999999996,5.8,3,1,2,5,0.4078904629120616,Medium
381,42,35-45,1,2,2–4,30,Mass,NBA016,1.472,1.438,2.91,0.0,0.09699999999999999,9.7,2,1,2,4,0.4127535619002254,Medium
382,25,25-35,1,9,5–9,20,Mass,NBA002,0.105,0.595,0.7,0.0,0.035,3.5,3,1,1,3,0.049002412079205596,Very low
383,20,18-25,3,0,<2,17,Mass,NBA001,0.044,0.347,0.39099999999999996,0.0,0.023,2.3,4,1,1,5,0.3402369884559476,Low
384,50,45-55,1,4,2–4,23,Mass,NBA004,0.141,2.734,2.875,0.0,0.125,12.5,1,1,3,4,0.32315739622903394,Low
385,46,45-55,2,22,20+,144,Affluent,NBA017,3.325,12.659,15.984000000000002,0.0,0.111,11.1,1,3,3,1,0.06374129861954889,Very low
386,33,25-35,1,15,10–19,32,Mass,NBA003,0.491,1.941,2.432,0.0,0.076,7.6,3,1,2,2,0.016863442975381577,Very low
387,43,35-45,1,19,10–19,79,Lower Affluent,NBA011,0.782,5.143,5.925,0.0,0.075,7.5,2,2,2,2,0.010338330135864575,Very low
388,30,25-35,2,4,2–4,21,Mass,NBA004,0.492,3.351,3.843,0.0,0.183,18.3,3,1,4,4,0.4014705867140889,Medium
389,34,25-35,1,3,2–4,36,Mass,NBA014,0.624,1.068,1.6920000000000002,0.0,0.047,4.7,3,1,1,4,0.22825042673557452,Low
390,37,35-45,1,3,2–4,25,Mass,NBA003,0.276,0.649,0.925,0.0,0.037000000000000005,3.7,2,1,1,4,0.21117446520961,Low
391,38,35-45,1,4,2–4,19,Mass,NBA009,1.245,1.339,2.584,0.0,0.136,13.6,2,1,3,4,0.3051800855424594,Low
392,32,25-35,2,11,10–19,57,Lower Affluent,NBA004,5.44,8.126,13.565999999999999,1.0,0.23800000000000002,23.8,3,2,5,2,0.6801133470716931,High
393,39,35-45,1,15,10–19,39,Mass,NBA016,0.14,0.562,0.7020000000000001,0.0,0.018000000000000002,1.8,2,1,1,2,0.00802192688272041,Very low
394,31,25-35,1,7,5–9,41,Mass,NBA011,2.996,9.591,12.587,1.0,0.307,30.7,3,1,5,3,0.8520641462236339,Very high
395,25,25-35,1,5,5–9,22,Mass,NBA005,0.403,1.995,2.398,0.0,0.109,10.9,3,1,3,3,0.21913800259880026,Low
398,45,45-55,2,21,20+,132,Affluent,NBA026,2.558,1.402,3.96,0.0,0.03,3.0,1,3,1,1,0.0012693482842714996,Very low
399,39,35-45,1,4,2–4,38,Mass,NBA009,1.178,1.292,2.4699999999999998,0.0,0.065,6.5,2,1,2,4,0.23107752103319143,Low
401,24,18-25,2,3,2–4,24,Mass,NBA001,2.173,2.411,4.584,0.0,0.191,19.1,4,1,4,4,0.5176738420361703,Medium
402,30,25-35,1,10,10–19,19,Mass,NBA002,0.336,0.5,0.8360000000000001,0.0,0.044000000000000004,4.4,3,1,1,2,0.04142539178765321,Very low
403,30,25-35,1,0,<2,19,Mass,NBA008,0.624,2.53,3.154,1.0,0.166,16.6,3,1,4,5,0.6072266968865977,High
404,27,25-35,1,0,<2,18,Mass,NBA007,0.583,1.721,2.3040000000000003,0.0,0.128,12.8,3,1,3,5,0.5269138835116958,Medium
405,31,25-35,1,5,5–9,25,Mass,NBA003,1.177,2.348,3.525,0.0,0.141,14.1,3,1,3,3,0.2962704154041595,Low
406,47,45-55,3,9,5–9,52,Lower Affluent,NBA001,2.54,7.912,10.452,1.0,0.201,20.1,1,2,5,3,0.5663784361078684,Medium
407,47,45-55,2,4,2–4,33,Mass,NBA009,1.195,1.148,2.343,1.0,0.071,7.1,1,1,2,4,0.24331063080037346,Low
408,45,45-55,2,15,10–19,51,Lower Affluent,NBA014,1.551,7.68,9.231,0.0,0.18100000000000002,18.1,1,2,4,2,0.14447450485635827,Very low
411,29,25-35,1,12,10–19,40,Mass,NBA002,1.632,1.048,2.6799999999999997,0.0,0.067,6.7,3,1,2,2,0.03474739768368742,Very low
412,36,35-45,2,12,10–19,60,Lower Affluent,NBA013,1.721,3.019,4.74,0.0,0.079,7.9,2,2,2,2,0.05441514836924971,Very low
413,29,25-35,2,10,10–19,44,Mass,NBA008,3.703,4.261,7.964,0.0,0.18100000000000002,18.1,3,1,4,2,0.29692327995457474,Low
414,39,35-45,1,2,2–4,22,Mass,NBA015,1.916,3.166,5.082,1.0,0.231,23.1,2,1,5,4,0.6529387993297866,High
415,22,18-25,2,0,<2,35,Mass,NBA001,0.781,2.369,3.1500000000000004,1.0,0.09,9.0,4,1,2,5,0.5264007558429296,Medium
416,46,45-55,1,14,10–19,35,Mass,NBA025,1.349,2.221,3.5700000000000003,0.0,0.102,10.2,1,1,3,2,0.03337689483919653,Very low
418,37,35-45,1,1,<2,24,Mass,NBA003,1.801,1.823,3.6239999999999997,1.0,0.151,15.1,2,1,4,5,0.5696888245873621,Medium
419,42,35-45,1,12,10–19,51,Lower Affluent,NBA011,2.412,8.502,10.914000000000001,0.0,0.214,21.4,2,2,5,2,0.41120581449943794,Medium
421,34,25-35,1,18,10–19,53,Lower Affluent,NBA010,0.84,4.725,5.5649999999999995,0.0,0.105,10.5,3,2,3,2,0.017413717361295992,Very low
422,38,35-45,3,12,10–19,63,Lower Affluent,NBA014,5.715,4.365,10.08,1.0,0.16,16.0,2,2,4,2,0.2890393779943379,Low
424,35,35-45,2,9,5–9,30,Mass,NBA016,0.65,1.63,2.28,0.0,0.076,7.6,2,1,2,3,0.0769302485587135,Very low
426,45,45-55,2,18,10–19,35,Mass,NBA019,0.548,5.542,6.09,0.0,0.174,17.4,1,1,4,2,0.03007513790530111,Very low
427,43,35-45,1,4,2–4,29,Mass,NBA002,0.053,1.281,1.3339999999999999,0.0,0.046,4.6,2,1,1,4,0.18702769326480176,Very low
428,54,45-55,1,9,5–9,28,Mass,NBA002,1.558,2.586,4.144,1.0,0.14800000000000002,14.8,1,1,3,3,0.16013384832441704,Very low
429,35,35-45,3,7,5–9,38,Mass,NBA005,1.383,4.355,5.738,0.0,0.151,15.1,2,1,4,3,0.31551029002657954,Low
430,28,25-35,1,4,2–4,19,Mass,NBA007,0.287,0.492,0.7789999999999999,0.0,0.040999999999999995,4.1,3,1,1,4,0.1714817967513675,Very low
431,39,35-45,1,16,10–19,52,Lower Affluent,NBA004,4.16,6.24,10.4,0.0,0.2,20.0,2,2,5,2,0.16156308550186443,Very low
433,32,25-35,2,2,2–4,15,Mass,NBA011,0.119,1.246,1.365,1.0,0.091,9.1,3,1,2,4,0.32710639380497813,Low
434,22,18-25,3,0,<2,18,Mass,NBA001,0.478,0.908,1.3860000000000001,0.0,0.077,7.7,4,1,2,5,0.4314055571691075,Medium
435,41,35-45,3,18,10–19,71,Lower Affluent,NBA006,6.566,4.581,11.147,1.0,0.157,15.7,2,2,4,2,0.09759677712359283,Very low
436,34,25-35,2,4,2–4,25,Mass,NBA010,0.57,0.88,1.45,0.0,0.057999999999999996,5.8,3,1,2,4,0.19907360913193176,Very low
437,34,25-35,2,9,5–9,27,Mass,NBA007,0.295,0.164,0.45899999999999996,0.0,0.017,1.7,3,1,1,3,0.04150484401628496,Very low
438,31,25-35,1,1,<2,24,Mass,NBA001,0.217,0.863,1.08,0.0,0.045,4.5,3,1,1,5,0.32473261282379545,Low
439,55,55-65,1,19,10–19,78,Lower Affluent,NBA002,4.405,7.763,12.168,0.0,0.156,15.6,2,2,4,2,0.102064851342029,Very low
440,40,35-45,1,21,20+,46,Mass,NBA021,0.967,1.885,2.852,0.0,0.062,6.2,2,1,2,1,0.0032968406390488404,Very low
441,41,35-45,1,13,10–19,44,Mass,NBA010,0.071,0.677,0.748,0.0,0.017,1.7,2,1,1,2,0.012863486462597667,Very low
442,43,35-45,2,10,10–19,37,Mass,NBA024,0.676,2.469,3.145,0.0,0.085,8.5,2,1,2,2,0.07518031881506543,Very low
443,36,35-45,1,6,5–9,26,Mass,NBA009,0.03,2.128,2.158,0.0,0.083,8.3,2,1,2,3,0.15980933162929137,Very low
444,51,45-55,2,31,20+,249,Affluent,NBA014,4.273,15.149,19.421999999999997,0.0,0.078,7.8,1,3,2,1,0.0041104111111735665,Very low
446,27,25-35,3,5,5–9,42,Mass,NBA004,2.708,5.65,8.358,1.0,0.19899999999999998,19.9,3,1,4,3,0.6562403183378606,High
447,36,35-45,2,11,10–19,49,Mass,NBA008,0.273,0.364,0.637,0.0,0.013000000000000001,1.3,2,1,1,2,0.018896214287825022,Very low
448,38,35-45,1,5,5–9,54,Lower Affluent,NBA005,1.5,4.224,5.724,0.0,0.106,10.6,2,2,3,3,0.37404313124942834,Low
449,47,45-55,1,17,10–19,43,Mass,NBA021,0.588,1.82,2.408,0.0,0.055999999999999994,5.6,1,1,2,2,0.008684287389854928,Very low
450,33,25-35,1,13,10–19,42,Mass,NBA013,0.228,1.284,1.512,0.0,0.036000000000000004,3.6,3,1,1,2,0.017117417316918432,Very low
451,41,35-45,3,12,10–19,86,Lower Affluent,NBA011,4.991,17.799,22.79,1.0,0.265,26.5,2,2,5,2,0.9690737213799466,Very high
